graph_id,timestamp
217,2023-12-21 18:45:00
218,2023-12-21 19:00:00
219,2023-12-22 18:30:00
220,2023-12-22 18:45:00
221,2023-12-23 18:45:00
222,2023-12-24 18:45:00
223,2023-12-24 19:00:00
224,2023-12-25 18:30:00
225,2023-12-25 18:45:00
226,2023-12-26 19:00:00
227,2023-12-26 19:15:00
228,2023-12-27 18:30:00
229,2023-12-27 18:45:00
230,2023-12-28 18:30:00
231,2023-12-28 18:45:00
232,2023-12-29 18:15:00
233,2023-12-30 18:15:00
234,2023-12-30 18:30:00
235,2023-12-31 18:30:00
236,2024-01-01 18:30:00
237,2024-01-01 18:45:00
238,2024-01-02 18:45:00
239,2024-01-02 19:00:00
240,2024-01-03 18:15:00
241,2024-01-03 18:30:00
242,2024-01-04 18:15:00
243,2024-01-04 18:30:00
244,2024-01-05 18:15:00
245,2024-01-05 18:30:00
246,2024-01-06 18:00:00
247,2024-01-06 18:15:00
248,2024-01-07 17:45:00
249,2024-01-08 19:30:00
250,2024-01-08 19:45:00
251,2024-01-09 18:15:00
252,2024-01-09 18:30:00
253,2024-01-10 18:30:00
254,2024-01-11 18:00:00
255,2024-01-11 18:15:00
256,2024-01-12 18:15:00
257,2024-01-12 18:30:00
258,2024-01-13 18:15:00
259,2024-01-13 18:30:00
260,2024-01-14 18:30:00
261,2024-01-14 18:45:00
262,2024-01-15 18:15:00
263,2024-01-15 18:30:00
264,2024-01-16 18:15:00
265,2024-01-16 18:30:00
266,2024-01-17 17:45:00
267,2024-01-17 18:00:00
268,2024-01-18 18:00:00
269,2024-01-18 18:15:00
270,2024-01-19 18:15:00
271,2024-01-20 18:00:00
272,2024-01-20 18:15:00
273,2024-01-21 17:30:00
274,2024-01-21 17:45:00
275,2024-01-22 18:15:00
276,2024-01-22 18:30:00
277,2024-01-23 18:00:00
278,2024-01-23 18:15:00
279,2024-01-24 18:00:00
280,2024-01-24 18:15:00
281,2024-01-25 17:15:00
282,2024-01-25 17:30:00
283,2024-01-26 18:00:00
284,2024-01-27 17:45:00
285,2024-01-27 18:00:00
286,2024-01-28 18:15:00
287,2024-01-28 18:30:00
288,2024-01-29 18:00:00
289,2024-01-29 18:15:00
290,2024-01-30 17:45:00
291,2024-01-30 18:00:00
292,2024-01-31 17:30:00
293,2024-01-31 17:45:00
294,2024-02-01 17:45:00
295,2024-02-01 18:00:00
296,2024-02-02 17:45:00
297,2024-02-02 18:00:00
298,2024-02-03 17:45:00
299,2024-02-03 18:00:00
300,2024-02-04 17:30:00
301,2024-02-05 18:00:00
302,2024-02-05 18:15:00
303,2024-02-06 17:45:00
304,2024-02-06 18:00:00
305,2024-02-07 17:30:00
306,2024-02-07 17:45:00
307,2024-02-08 17:30:00
308,2024-02-08 17:45:00
309,2024-02-09 17:30:00
310,2024-02-09 17:45:00
311,2024-02-09 18:00:00
312,2024-02-10 17:45:00
313,2024-02-10 18:00:00
314,2024-02-11 17:45:00
315,2024-02-12 17:45:00
316,2024-02-12 18:00:00
317,2024-02-13 17:30:00
318,2024-02-13 17:45:00
319,2024-02-14 17:45:00
320,2024-02-14 18:00:00
321,2024-02-15 17:45:00
322,2024-02-16 17:30:00
323,2024-02-17 17:30:00
324,2024-02-17 17:45:00
325,2024-02-18 17:15:00
326,2024-02-18 17:30:00
327,2024-02-19 17:30:00
328,2024-02-19 17:45:00
329,2024-02-20 17:15:00
330,2024-02-20 17:30:00
331,2024-02-21 17:30:00
332,2024-02-21 17:45:00
333,2024-02-22 17:15:00
334,2024-02-23 17:00:00
335,2024-02-23 17:15:00
336,2024-02-24 17:30:00
337,2024-02-24 17:45:00
338,2024-02-24 18:00:00
339,2024-02-25 17:00:00
340,2024-02-25 17:15:00
341,2024-02-26 17:15:00
342,2024-02-26 17:30:00
343,2024-02-27 17:00:00
344,2024-02-27 17:15:00
345,2024-02-28 17:00:00
346,2024-02-28 17:15:00
347,2024-02-29 16:45:00
348,2024-02-29 17:00:00
349,2024-03-01 17:00:00
350,2024-03-01 17:15:00
351,2024-03-02 17:00:00
352,2024-03-02 17:15:00
353,2024-03-03 17:15:00
354,2024-03-04 17:00:00
355,2024-03-05 17:00:00
356,2024-03-06 17:00:00
357,2024-03-06 17:15:00
358,2024-03-07 17:00:00
359,2024-03-07 17:15:00
360,2024-03-08 16:45:00
361,2024-03-08 17:00:00
362,2024-03-09 16:45:00
363,2024-03-09 17:00:00
364,2024-03-09 17:15:00
365,2024-03-10 17:00:00
366,2024-03-10 17:15:00
367,2024-03-11 16:45:00
368,2024-03-11 17:00:00
369,2024-03-12 16:30:00
370,2024-03-12 16:45:00
371,2024-03-12 17:00:00
372,2024-03-13 16:45:00
373,2024-03-13 17:00:00
374,2024-03-13 17:15:00
375,2024-03-14 16:30:00
376,2024-03-14 16:45:00
377,2024-03-15 16:30:00
378,2024-03-15 16:45:00
379,2024-03-15 17:00:00
380,2024-03-16 16:30:00
381,2024-03-16 16:45:00
382,2024-03-17 16:45:00
383,2024-03-17 17:00:00
384,2024-03-18 16:30:00
385,2024-03-18 16:45:00
386,2024-03-19 16:15:00
387,2024-03-19 16:30:00
388,2024-03-20 16:30:00
389,2024-03-20 16:45:00
390,2024-03-21 16:30:00
391,2024-03-21 16:45:00
392,2024-03-22 16:15:00
393,2024-03-22 16:30:00
394,2024-03-22 16:45:00
395,2024-03-23 16:30:00
396,2024-03-23 16:45:00
397,2024-03-23 17:00:00
398,2024-03-24 16:30:00
399,2024-03-24 16:45:00
400,2024-03-25 16:15:00
401,2024-03-25 16:30:00
402,2024-03-25 16:45:00
403,2024-03-26 16:00:00
404,2024-03-26 16:15:00
405,2024-03-27 16:00:00
406,2024-03-27 16:15:00
407,2024-03-28 16:00:00
408,2024-03-28 16:15:00
409,2024-03-29 15:30:00
410,2024-03-29 15:45:00
411,2024-03-30 15:45:00
412,2024-03-30 16:00:00
413,2024-03-30 16:15:00
414,2024-03-31 15:45:00
415,2024-03-31 16:00:00
416,2024-04-01 15:45:00
417,2024-04-01 16:00:00
418,2024-04-02 15:45:00
419,2024-04-02 16:00:00
420,2024-04-02 16:15:00
421,2024-04-02 16:30:00
422,2024-04-03 15:30:00
423,2024-04-03 15:45:00
424,2024-04-03 16:00:00
425,2024-04-04 15:30:00
426,2024-04-04 15:45:00
